|Id|CreatedDate|IsDeleted|DeletedDate|Name|
|e5143301-3558-45a8-aedc-f21c1c2bf8b8|2019-04-11 23:26:14|false|[NULL]|Серебристо-светлооранжевый|
|5de16cfe-4492-4a43-b60e-a8809f32b501|2019-04-11 23:26:14|false|[NULL]|Серебристо-чёрный|
|2ba14935-941f-4dca-8677-19179eb539dc|2019-04-11 23:26:14|false|[NULL]|Ярко-жёлтый|
|0c0acfe9-e605-4640-b46d-6d290f4c6f59|2019-04-11 23:26:14|false|[NULL]|Серебристыйсине-зелёный|
|19b7ef1c-71b0-4934-a94c-4fe026524b17|2019-04-11 23:26:14|false|[NULL]|Оливково-зелёный|
|22418c90-51b6-4ce9-bf3b-6be294fbcbfd|2019-04-11 23:26:14|false|[NULL]|Серебристыйсветло-серый|
|1c2c4827-70ea-4a93-8e8e-1f96067dddba|2019-04-11 23:26:14|false|[NULL]|Серебристыйфиолетовый|
|7750f065-bdab-4c87-9cbd-e368341c01db|2019-04-11 23:26:14|false|[NULL]|Серебристо-тёмно-зелёный|
|e81cf09a-c663-4f3a-86c2-6716c56f223d|2019-04-11 23:26:14|false|[NULL]|Светло-серый|
|6d1f6e35-bbfa-401c-a368-5fec2d6fce51|2019-04-11 23:26:14|false|[NULL]|Белый|
|5c2ddaa2-6f31-4154-988f-c71df23f2534|2019-04-11 23:26:14|false|[NULL]|Тёмно-серый|
|21fb6f75-d25c-483d-b284-31ca561e9447|2019-04-11 23:26:14|false|[NULL]|Тёмно-красный|
|c740f574-2eb1-4f11-a262-385898283ac4|2019-04-11 23:26:14|false|[NULL]|Синий|
|11f9ae05-0f09-40c8-b421-49a7439a3692|2019-04-11 23:26:14|false|[NULL]|Красный|
|43c499da-4d43-43e3-bf8e-786c439eaeeb|2019-04-11 23:26:14|false|[NULL]|Зелёный|
|fa98e4ff-60ac-4fcc-87d6-59faeecf7cdc|2019-04-11 23:26:14|false|[NULL]|Голубой|
|0112a168-d4df-4c60-b517-3f794fc6cec7|2019-04-11 23:26:14|false|[NULL]|Оранжевый|
|b5b2cbc3-bd1e-4165-ae24-38018a78a8ab|2019-04-11 23:26:14|false|[NULL]|Зелёный|
|3266b91c-7427-4d2f-9865-776fa1fbff4b|2019-04-11 23:26:14|false|[NULL]|Жёлтый|
|6cda31d9-6b7a-4206-8eee-dc4458071dde|2019-04-11 23:26:14|false|[NULL]|Тёмно-синий|
|faaacb92-0ddb-43b8-8c60-552fc997dc2a|2019-04-11 23:26:14|false|[NULL]|Чёрный|
