|Id|CreatedDate|IsDeleted|DeletedDate|CarBrandId|Name|
|ab76b081-f563-4609-9da3-4304584c2139|2019-04-11 23:26:14|false|[NULL]|d9e571bb-4821-47c6-8296-a90fd1f4c9c7|Granta|
|c66cd0d7-893c-43f0-89d5-8775bb92d509|2019-04-11 23:26:14|false|[NULL]|d9e571bb-4821-47c6-8296-a90fd1f4c9c7|Largus|
|4e743e77-c65f-4bb5-91ca-e779aa60095e|2019-04-11 23:26:14|false|[NULL]|d9e571bb-4821-47c6-8296-a90fd1f4c9c7|XRay|
|29201fee-a8af-4c26-99e5-c7f8263ee5d2|2019-04-11 23:26:14|false|[NULL]|d9e571bb-4821-47c6-8296-a90fd1f4c9c7|Priora|
|d231a31a-ee02-40d0-9709-a702a3b7d787|2019-04-11 23:26:14|false|[NULL]|d9e571bb-4821-47c6-8296-a90fd1f4c9c7|Kalina|
|c847cf47-e5fd-4442-b6d1-b63812c1d610|2019-04-11 23:26:14|false|[NULL]|7113ea7f-cf42-41ad-8a47-f2de9fe53fcd|21099|
|abf0fa50-30a9-421a-a3f1-4029cfa4320f|2019-04-11 23:26:14|false|[NULL]|7113ea7f-cf42-41ad-8a47-f2de9fe53fcd|2110|
|c99ab419-7008-4871-93cb-38a60cf3c296|2019-04-11 23:26:14|false|[NULL]|7113ea7f-cf42-41ad-8a47-f2de9fe53fcd|2112|
|a9b47609-1726-4f6a-9c6c-b1bf22879145|2019-04-11 23:26:14|false|[NULL]|7113ea7f-cf42-41ad-8a47-f2de9fe53fcd|2111|
|f902ec8a-d81f-4760-8cb0-a2cb23e4171c|2019-04-11 23:26:14|false|[NULL]|7113ea7f-cf42-41ad-8a47-f2de9fe53fcd|2114|
|54047dee-f4f5-4b9f-922e-faccb3741b81|2019-04-11 23:26:14|false|[NULL]|7113ea7f-cf42-41ad-8a47-f2de9fe53fcd|2115|
|8f2688f5-06d5-47eb-9e86-7262583f626c|2019-04-11 23:26:14|false|[NULL]|5568ec1a-4ac6-4816-ad9f-3e3b7badd59f|C30|
|363917b6-b7b8-4c38-82cd-c063a231ca70|2019-04-11 23:26:14|false|[NULL]|5568ec1a-4ac6-4816-ad9f-3e3b7badd59f|C70|
|b814eba9-ba0e-4291-b097-b9f797baedb6|2019-04-11 23:26:14|false|[NULL]|5568ec1a-4ac6-4816-ad9f-3e3b7badd59f|C30|
|81ff2957-e131-462a-ae24-1567857c6813|2019-04-11 23:26:14|false|[NULL]|5568ec1a-4ac6-4816-ad9f-3e3b7badd59f|S40|
|f4c045e9-5f3a-44ee-8303-c85dacdeee8b|2019-04-11 23:26:14|false|[NULL]|5568ec1a-4ac6-4816-ad9f-3e3b7badd59f|S60|
|d16993eb-4d76-48ae-be3a-7904cb055b44|2019-04-11 23:26:14|false|[NULL]|5568ec1a-4ac6-4816-ad9f-3e3b7badd59f|S70|
|d187cb4a-7563-4489-9210-cbbd24626f9e|2019-04-11 23:26:14|false|[NULL]|5568ec1a-4ac6-4816-ad9f-3e3b7badd59f|S90|
|5f9ea204-6f84-4f5f-979d-78500691d343|2019-04-11 23:26:14|false|[NULL]|5568ec1a-4ac6-4816-ad9f-3e3b7badd59f|V40|
|bab85f4c-44f0-465e-9f88-695dac232b85|2019-04-11 23:26:14|false|[NULL]|5568ec1a-4ac6-4816-ad9f-3e3b7badd59f|XC90|
|81643596-7c61-427d-86f1-594577729748|2019-04-11 23:26:14|false|[NULL]|5568ec1a-4ac6-4816-ad9f-3e3b7badd59f|XC70|
|4325b467-1b7a-43f0-bbe8-e09c94c63f2d|2019-04-11 23:26:14|false|[NULL]|4d3a8c08-ce4a-4c4f-80e7-6382296ea706|Amarok|
|f2f74d51-c290-4b0e-8f84-56335e952b64|2019-04-11 23:26:14|false|[NULL]|4d3a8c08-ce4a-4c4f-80e7-6382296ea706|Golf|
|5a676486-ecc5-4a8a-a06f-1d0e69b58da6|2019-04-11 23:26:14|false|[NULL]|4d3a8c08-ce4a-4c4f-80e7-6382296ea706|Jetta|
|514d29e2-089b-41ab-87e6-233ad0cebf71|2019-04-11 23:26:14|false|[NULL]|4d3a8c08-ce4a-4c4f-80e7-6382296ea706|Passat|
|19e0383c-d436-498b-8c0c-d72211fed601|2019-04-11 23:26:14|false|[NULL]|4d3a8c08-ce4a-4c4f-80e7-6382296ea706|Passat CC|
|075ac941-382c-4701-990a-56a1bc3b6e91|2019-04-11 23:26:14|false|[NULL]|4d3a8c08-ce4a-4c4f-80e7-6382296ea706|Polo|
|8378a37d-5ff2-4309-b5c2-26eae9319dba|2019-04-11 23:26:14|false|[NULL]|4d3a8c08-ce4a-4c4f-80e7-6382296ea706|Scirocco|
|62b8ac17-f1e1-4f52-a0dc-a00f2a10940c|2019-04-11 23:26:14|false|[NULL]|4d3a8c08-ce4a-4c4f-80e7-6382296ea706|Tiguan|
|988bd321-18f7-4146-aaa2-9476d5ceb1be|2019-04-11 23:26:14|false|[NULL]|4d3a8c08-ce4a-4c4f-80e7-6382296ea706|Touareg|
|df42514d-fcba-437a-bb61-a7aa87143ad9|2019-04-11 23:26:14|false|[NULL]|4d3a8c08-ce4a-4c4f-80e7-6382296ea706|Up|
|1bb6fa18-2d59-4647-9e33-0421f4359ccb|2019-04-11 23:26:14|false|[NULL]|a41c6c48-ba6d-4e00-ae84-cc3f15ac3a27|Avensis|
|2cd3d6aa-31d1-416d-aede-8eb6ea60753c|2019-04-11 23:26:14|false|[NULL]|a41c6c48-ba6d-4e00-ae84-cc3f15ac3a27|Camry|
|40eec24b-63ae-4340-8d37-2d7ad1d2780b|2019-04-11 23:26:14|false|[NULL]|a41c6c48-ba6d-4e00-ae84-cc3f15ac3a27|Celica|
|6c720d89-b619-4869-98a8-f036b404df76|2019-04-11 23:26:14|false|[NULL]|a41c6c48-ba6d-4e00-ae84-cc3f15ac3a27|Corolla|
|be31b7af-ef14-4b43-94eb-837e96019e8e|2019-04-11 23:26:14|false|[NULL]|a41c6c48-ba6d-4e00-ae84-cc3f15ac3a27|Land Cruiser|
|b8b08085-c906-420e-ba05-92dd880e2e40|2019-04-11 23:26:14|false|[NULL]|a41c6c48-ba6d-4e00-ae84-cc3f15ac3a27|Mark II|
|8365081a-483d-4234-85f4-cc23a883dabc|2019-04-11 23:26:14|false|[NULL]|a41c6c48-ba6d-4e00-ae84-cc3f15ac3a27|MR2|
|8ac99cc5-33e0-444c-ada8-27771a5b27e8|2019-04-11 23:26:14|false|[NULL]|a41c6c48-ba6d-4e00-ae84-cc3f15ac3a27|Prius|
|9ecdfca0-f50e-49b2-aa41-6626324f3bf1|2019-04-11 23:26:14|false|[NULL]|a41c6c48-ba6d-4e00-ae84-cc3f15ac3a27|Venza|
|42ec98cb-8aa0-455a-a782-35b51dc478a7|2019-04-11 23:26:14|false|[NULL]|a41c6c48-ba6d-4e00-ae84-cc3f15ac3a27|Yaris|
|3fa5c0f3-302f-4138-8de9-617400121e27|2019-04-11 23:26:14|false|[NULL]|a41c6c48-ba6d-4e00-ae84-cc3f15ac3a27|RAV4|
|0ab49014-1a34-4f20-b4f6-cff26cb6324c|2019-04-11 23:26:14|false|[NULL]|4c42f6d4-e63f-484a-90c4-ad4d65f517b1|Model S|
|833b6584-4a99-4fa5-9cee-ad852d801ba2|2019-04-11 23:26:14|false|[NULL]|4c42f6d4-e63f-484a-90c4-ad4d65f517b1|Model X|
|4009227e-dfd8-4fb2-93ad-06241368bc4a|2019-04-11 23:26:14|false|[NULL]|8b0a1c27-ddc0-4fd5-bc1d-2f4b4b63535a|Alto|
|6a766828-8744-4bd4-91b5-6ff843a9fe68|2019-04-11 23:26:14|false|[NULL]|8b0a1c27-ddc0-4fd5-bc1d-2f4b4b63535a|Celerio|
|2b0ea605-688d-4f37-b148-f1adaf301fd5|2019-04-11 23:26:14|false|[NULL]|8b0a1c27-ddc0-4fd5-bc1d-2f4b4b63535a|Grand Vitara|
|1dcf8743-cf5a-4815-9854-5f999dd2fa7d|2019-04-11 23:26:14|false|[NULL]|8b0a1c27-ddc0-4fd5-bc1d-2f4b4b63535a|Swift|
|8e2abaa9-bb3b-4b21-a086-e590b8648206|2019-04-11 23:26:14|false|[NULL]|8b0a1c27-ddc0-4fd5-bc1d-2f4b4b63535a|SX4|
|5e133539-e994-46a6-a15e-f3e0767015ed|2019-04-11 23:26:14|false|[NULL]|8b0a1c27-ddc0-4fd5-bc1d-2f4b4b63535a|Wagon R|
|a73af2eb-742e-45dd-800c-56c381625852|2019-04-11 23:26:14|false|[NULL]|8d865e57-1d6d-4934-8da0-9710d3e9663c|Exiga|
|67b305d2-b396-4729-99af-01a19c7a7dc1|2019-04-11 23:26:14|false|[NULL]|8d865e57-1d6d-4934-8da0-9710d3e9663c|Forester|
|fef049df-bf13-42a7-aa63-d90d42036af6|2019-04-11 23:26:14|false|[NULL]|8d865e57-1d6d-4934-8da0-9710d3e9663c|Impreza|
|fdcf685c-bd8a-4630-94bd-43ff56ad904d|2019-04-11 23:26:14|false|[NULL]|8d865e57-1d6d-4934-8da0-9710d3e9663c|Legacy|
|de117733-8ef9-4dd1-827f-dad57879cb11|2019-04-11 23:26:14|false|[NULL]|8d865e57-1d6d-4934-8da0-9710d3e9663c|WRX|
|f5bdc225-bbfc-47ba-adae-c6a232d58b65|2019-04-11 23:26:14|false|[NULL]|8d865e57-1d6d-4934-8da0-9710d3e9663c|XV|
|e342f719-1e5a-4c69-a5a0-713588f59214|2019-04-11 23:26:14|false|[NULL]|34f2f93d-3528-4b83-9cc0-f50bc7f99b9a|Actyon|
|a151ad7e-ac7d-4c06-8bea-b914a94f5e49|2019-04-11 23:26:14|false|[NULL]|34f2f93d-3528-4b83-9cc0-f50bc7f99b9a|Musso|
|74f42e09-93a3-452b-86b2-1378155300dd|2019-04-11 23:26:14|false|[NULL]|34f2f93d-3528-4b83-9cc0-f50bc7f99b9a|Rexton|
